(mass,mass)	62.159983957382586
(mass,pedi)	0.3674046869907106
(plas,insu)	1220.9357989732719
(plas,plas)	1022.2483142519557
(preg,mass)	0.46977418106258106
(preg,pedi)	-0.03742597138472405
(preg,preg)	11.354056320621421
(preg,pres)	9.214538176336378
(pres,mass)	43.00469513934162
(pres,pedi)	0.2646375743562581
(pres,pres)	374.6472712271838
(skin,mass)	49.37386937744454
(skin,pedi)	0.9721355456866585
(insu,insu)	13281.180077955265
(mass,age)	3.3603299176988255
(pedi,pedi)	0.10977863787313956
(plas,age)	99.08280536994783
(plas,mass)	55.726986738103044
(plas,pedi)	1.4548748115629069
(plas,pres)	94.43095563070405
(preg,age)	21.570619771295007
(preg,skin)	-4.390041014776183
(pres,age)	54.52345277868319
(pres,skin)	64.02939618644064
(skin,skin)	254.47324532811976
(insu,age)	-57.14329028139939
(insu,mass)	179.77517213983052
(insu,pedi)	7.066680509153639
(pedi,age)	0.13077168724195995
(plas,skin)	29.239182692307665
(preg,insu)	-28.555230742068606
(preg,plas)	13.947130663298568
(pres,insu)	198.37841223924377
(skin,age)	-21.38102319643637
(skin,insu)	802.9799407866122
