196,Kolya,3
186,L.A._Confidential,3
22,Heavyweights,1
244,Legends_of_the_Fall,2
166,Jackie_Brown,1
298,Dr._Strangelove,4
115,Hunt_for_Red_October,2
253,Jungle_Book,5
305,Grease,3
6,Remains_of_the_Day,3
62,Men_in_Black,2
200,Star_Trek:_First_Contact,5
210,To_Wong_Foo__Thanks_for_Everything!,3
224,Batman_Forever,3
303,Only_You,3
122,Age_of_Innocence,5
194,Sabrina,2
119,Man_Without_a_Face,4
167,Sabrina,4
299,Die_Hard,4
291,Twister,2
308,Toy_Story,4
95,Broken_Arrow,2
38,Aladdin,5
102,Casper,2
63,Restoration,4
160,Jaws,5
50,Chasing_Amy,3
301,Silence_of_the_Lambs,4
225,Right_Stuff,4
290,Sleepless_in_Seattle,4
97,Sting,3
157,Sabrina,4
278,Rear_Window,5
276,Speechless,1
7,Crumb,4
10,French_Twist,4
284,Fly_Away_Home,4
276,Tales_from_the_Hood,3
287,Cop_Land,5
246,Evil_Dead_II,5
249,Last_of_the_Mohicans,5
99,Get_Shorty,5
178,Kiss_the_Girls,3
251,Fargo,4
81,Fantasia,2
260,Murder_at_1600,4
25,Return_of_the_Jedi,5
59,Dead_Poets_Society,5
72,Conan_the_Barbarian,2
87,Naked_Gun_33_1/3:_The_Final_Insult,4
290,Sound_of_Music,5
42,E.T._the_Extra-Terrestrial,5
292,Boot__Das,4
115,Angels_and_Insects,3
20,Scream,1
201,Nightmare_on_Elm_Street__A,4
13,Ben-Hur,3
246,City_of_Lost_Children,4
138,Brothers_McMullen,5
167,Young_Guns,1
60,To_Kill_a_Mockingbird,5
57,Fly_Away_Home,5
223,Sabrina,4
189,Wings_of_Desire,4
243,Mr._Holland's_Opus,3
246,Old_Yeller,3
194,Jean_de_Florette,4
241,Seven_Years_in_Tibet,2
178,Grosse_Pointe_Blank,4
293,Copycat,3
127,Star_Trek_III:_The_Search_for_Spock,5
225,Jerry_Maguire,5
299,Star_Trek_III:_The_Search_for_Spock,3
225,North_by_Northwest,5
276,Outbreak,3
291,Die_Hard,5
222,Dangerous_Minds,4
267,Miller's_Crossing,5
42,Batman,3
11,Truth_About_Cats_&_Dogs,4
95,Sword_in_the_Stone,4
8,Bean,4
162,Birdcage,4
279,Monty_Python's_Life_of_Brian,5
145,Sense_and_Sensibility,2
62,African_Queen,4
62,Adventures_of_Priscilla__Queen_of_the_Desert,3
28,This_Is_Spinal_Tap,4
135,Taxi_Driver,4
32,Liar_Liar,3
90,Adventures_of_Priscilla__Queen_of_the_Desert,5
286,Young_Frankenstein,4
293,Executive_Decision,3
216,Die_Hard,4
166,Conspiracy_Theory,5
250,It's_a_Wonderful_Life,4
271,Wizard_of_Oz,5
160,Raiders_of_the_Lost_Ark,5
265,Twister,4
198,African_Queen,3
42,Terminator_2:_Judgment_Day,5
168,Willy_Wonka_and_the_Chocolate_Factory,5
110,Devil's_Advocate,4
58,Die_Hard,4
90,Quiet_Man,4
271,Jackie_Brown,4
62,Muppet_Treasure_Island,3
279,Bogus,3
237,Annie_Hall,4
94,Swimming_with_Sharks,4
128,My_Fair_Lady,3
298,In_the_Name_of_the_Father,4
44,Terminator,5
264,Shining,5
194,True_Lies,2
72,Terminator,5
222,Amistad,5
250,Mimic,3
41,Hunt_for_Red_October,3
224,Devil's_Own,3
82,2001:_A_Space_Odyssey,3
293,Courage_Under_Fire,3
216,Pump_Up_the_Volume,3
250,Homeward_Bound:_The_Incredible_Journey,3
59,Taxi_Driver,5
286,Tales_From_the_Crypt_Presents:_Demon_Knight,5
244,One_Fine_Day,4
7,Vertigo,4
174,Bio-Dome,1
87,Sabrina,4
13,Ninotchka,2
13,Good_Will_Hunting,4
244,Father_of_the_Bride_Part_II,2
305,To_Kill_a_Mockingbird,5
95,Roommates,2
43,Postino__Il,2
57,Mary_Poppins,3
84,Mission:_Impossible,3
269,Bonnie_and_Clyde,4
299,Truth_About_Cats_&_Dogs,3
194,Red_Rock_West,4
160,2001:_A_Space_Odyssey,4
99,Chasing_Amy,3
10,Sabrina,4
259,Rock,4
85,To_Kill_a_Mockingbird,3
303,City_of_Lost_Children,4
213,Heat,5
121,Annie_Hall,3
90,Silence_of_the_Lambs,5
49,Interview_with_the_Vampire,2
42,It_Could_Happen_to_You,3
155,Dante's_Peak,2
68,Rock,4
172,Good__The_Bad_and_The_Ugly,4
19,Get_Shorty,4
268,Batman_Returns,4
5,GoldenEye,3
305,Rock,2
44,Liar_Liar,4
43,Big_Night,4
80,Red_Rock_West,5
254,Abyss,4
298,River_Wild,3
66,Face/Off,4
18,Birds,3
99,Fugitive,4
13,Silence_of_the_Lambs,4
26,Contact,3
7,Jackie_Chan's_First_Strike,4
222,Jumanji,4
200,Cape_Fear,5
119,Conspiracy_Theory,4
213,Empire_Strikes_Back,5
276,Murder_at_1600,3
130,Tales_From_the_Crypt_Presents:_Demon_Knight,4
38,Conspiracy_Theory,4
160,Canadian_Bacon,3
26,Chain_Reaction,2
