0.44813,0.30272,0.39039,1.5552,1.3611,1.0061,0.63693,-0.51374,-0.69051,-1.5134,-1.0306,-0.8159,-0.36321,-0.24302,0.063543,1.2286,1.3635,0.75063,0.077386,0.3497,-0.58886,-0.8211,-1.336,-1.9792,-1.1331,-0.21466,0.45842,0.81411,1.6355,1.3186,0.66856,1.0054,-0.24245,-0.64675,-1.2243,-2.0808,-0.97035,-1.0501,-0.026563,0.32962,1.3844,0.71909,1.6842,0.90404,-0.25948,-0.42141,-1.4553,-1.6256,-0.9353,-1.0045,-0.89196,-0.73934,0.82147,1.1334,0.5248,1.5382,1.0579,0.10072,-0.079991,-0.73482
0.32493,0.92102,0.67606,1.5671,0.62195,0.23225,0.69997,-0.2908,-1.0615,-1.1291,-1.6977,-0.76359,-0.5518,-0.30985,-0.037397,1.2947,1.5693,1.3774,0.35629,0.32241,-0.96378,-0.85549,-0.86354,-0.91827,-1.241,-1.4413,-0.48574,0.66047,1.3101,0.94945,1.1915,1.1004,0.28067,-0.85124,-1.1074,-1.1779,-1.3085,-1.2972,-0.45435,-0.57608,0.32714,0.6989,1.2205,1.5393,1.27,0.37443,0.07583,-0.45566,-1.5812,-1.8445,-0.89692,-1.6117,0.049964,-0.20141,0.96575,1.5515,1.3412,0.54099,0.48813,0.075192
0.065106,0.27966,1.6066,0.90703,0.3179,-0.38201,-0.071902,-1.6923,-1.053,-1.0928,-0.39021,0.093322,0.88629,0.85249,1.2445,0.6513,-0.62919,-0.69165,-1.6558,-1.3994,-1.3972,0.13353,0.93933,0.96367,1.0612,1.5804,0.072127,0.080346,-1.0937,-1.8101,-1.7878,-0.50562,0.46145,1.2475,1.6958,0.69417,0.4745,0.36224,-0.046863,-0.73444,-1.53,-1.0321,-0.31283,0.70597,0.40564,1.158,1.357,0.083609,-0.15016,-1.3739,-0.85534,-1.6172,-0.78669,-0.44217,0.61959,1.438,1.2131,1.2044,0.41155,-0.73319
-0.19729,0.86487,0.913,1.1069,1.1304,0.22366,-0.070158,-0.91154,-1.3259,-1.3727,-0.7313,0.45471,1.0116,1.3924,1.1072,0.24276,0.3193,-1.0632,-1.4711,-1.4097,-0.59799,-0.53728,0.68438,1.5723,1.612,0.71262,0.27393,0.12525,-1.2147,-1.4415,-1.4365,-0.67425,-0.34781,0.39204,0.90867,0.69174,0.868,0.4583,-0.55764,-0.8255,-1.4836,-1.454,-0.54389,0.44588,0.90561,1.5615,0.7914,0.85711,-0.6026,-1.0771,-1.5192,-1.8253,-0.54196,-0.64238,0.20283,1.1598,1.7673,1.2705,0.20001,-0.35193
-0.29514,0.27611,1.3679,1.1288,0.68236,0.27383,-0.083935,-0.64006,-1.3862,-1.1307,-0.58736,0.23642,1.3809,1.1326,1.2763,0.93728,-0.31181,-1.199,-1.111,-1.1186,-1.2936,-1.0132,-0.24869,1.6342,1.081,1.5402,0.53836,0.28519,-1.1576,-1.5575,-1.3711,-0.63638,-0.12246,0.80594,1.2607,0.69205,1.3856,0.29011,-0.4122,-0.60497,-0.98892,-1.8933,-1.3349,0.045418,0.81418,0.83476,1.6836,1.1145,0.35508,-0.076142,-1.0395,-1.2835,-1.3171,-1.1348,-0.46492,0.5699,0.95651,0.87453,0.81154,-0.45139
0.0097745,0.67406,1.1529,1.1116,0.80225,1.2454,0.64424,-0.16059,-1.1205,-0.89284,-1.5871,-1.7498,-1.156,-0.19286,0.10992,0.37516,1.044,1.7281,1.358,1.085,0.54262,-0.35721,-0.29747,-1.0253,-1.6071,-0.88482,-1.1884,-0.79362,0.074119,0.44671,0.69642,1.4266,0.97429,0.6623,0.83633,0.55388,-0.97944,-0.59679,-1.4295,-1.6139,-1.6702,-0.36062,-0.3546,0.53608,0.60405,1.1802,1.4571,1.5891,0.3975,0.012208,-0.9322,-0.81451,-1.2809,-0.90067,-1.1684,-0.35203,-0.41706,0.027215,0.87892,1.6486
-0.1808,1.0115,1.3348,0.90722,1.2743,1.2741,1.2382,0.82365,0.041447,-0.37403,-1.6695,-1.6279,-1.2026,-1.4212,0.16682,-0.48113,0.50663,1.3247,0.60768,1.5032,0.47115,0.91817,0.41622,-0.66523,-0.26658,-1.3429,-0.78929,-1.5862,-1.2583,0.071432,-0.45184,0.074496,0.69836,1.8651,0.67714,0.24475,1.1271,-0.6526,-0.19466,-0.23265,-1.5245,-0.99505,-0.40781,-0.94692,-0.85498,0.58677,0.70069,1.1911,1.7587,0.84112,1.5179,0.31854,0.36511,-0.78897,-1.2412,-1.4893,-0.84866,-0.81684,-1.2752,-0.27123
0.27332,0.17951,1.2729,1.1801,1.9165,1.6439,0.20668,-0.24659,-0.018253,-1.8655,-1.6792,-1.4845,-0.56636,-1.327,-0.40086,0.95999,0.95618,0.43187,1.1452,0.42317,1.0219,-0.029645,-0.50512,-0.35616,-0.78046,-1.9036,-0.66864,-0.67131,-0.60777,0.64085,0.52151,1.6723,0.7327,1.5858,0.45983,-0.50331,-1.1477,-1.1795,-1.0342,-1.858,-0.76251,-0.61521,0.042156,0.65642,1.4339,0.39961,1.5334,0.60104,1.0224,-0.5408,-0.75924,-0.3823,-0.74274,-0.95807,-0.86999,-1.0149,-0.019938,0.5812,0.9628,1.0423
-0.42784,0.86333,0.69932,1.1788,0.92002,1.3951,-0.18513,0.048719,-1.1214,-0.71344,-1.7298,-1.1209,-1.4388,-0.3664,-0.23966,1.2936,0.9547,1.7042,1.5517,0.46835,-0.20618,-0.31246,-1.0394,-1.2183,-1.0477,-1.0083,-1.3585,0.25632,0.37363,0.55695,0.82184,0.85657,0.69575,-0.15276,-0.11437,-0.73288,-1.4809,-1.6992,-1.7804,-0.25964,-0.30561,0.028845,1.3849,0.4873,1.2037,1.4813,1.2018,-0.58079,-0.13903,-0.42084,-0.74615,-0.71768,-1.7984,-1.1231,0.049749,1.1029,1.0539,1.3309,0.53548,1.0865
0.017531,0.14382,0.70066,1.3285,1.2392,0.82489,0.41225,-0.4006,-1.3426,-1.8045,-1.0895,-0.91884,-0.88249,-0.9836,0.15124,0.73983,1.3273,1.3742,0.85997,0.96052,0.3362,-0.46654,-0.77336,-1.0968,-1.2359,-1.6961,-0.50288,0.19318,0.51212,0.89176,0.84413,1.1254,0.19733,-0.13769,-0.030796,-1.5667,-0.93639,-1.4479,-0.71279,-1.08,-0.34041,-0.030604,1.2815,1.4994,1.4699,0.45088,0.56077,0.26974,-1.0384,-0.56473,-1.7835,-1.2813,-1.009,-0.92341,0.67836,0.7666,1.5867,0.67965,1.4641,1.1896
